CaseID,Location,CaseType,OpenedDateTime
43057,"7118 Clark Ave, Cleveland, OH, 44102",General Exterior Maintenance/Fence/Outbuildings,"July 17, 2024, 04:41PM"
43059,"18120 Olympia Rd, Cleveland, OH, 44112",Vacant Property Open to Entry,"July 17, 2024, 04:45PM"
43060,"7122 Clark Ave, Cleveland, OH, 44102",General Exterior Maintenance/Fence/Outbuildings,"July 17, 2024, 04:45PM"
43065,"1381 W 83rd St, Cleveland, OH, 44102",General Exterior Maintenance/Fence/Outbuildings,"July 17, 2024, 05:02PM"
43067,"1381 W 83rd St, Cleveland, OH, 44102",Vacant Property Open to Entry,"July 17, 2024, 05:04PM"
43070,"788 E 103rd St, Cleveland, OH, 44108",Waste Cart Concerns,"July 17, 2024, 05:18PM"
43073,"1084 E 167th St, Cleveland, OH, 44110",Vacant Property Open to Entry,"July 17, 2024, 05:25PM"
43079,"15706 Waterloo Rd, Cleveland, OH, 44110",Waste Cart Concerns,"July 17, 2024, 06:25PM"
43101,"5600 Central Ave, Cleveland, OH, 44104",Vacant Property Open to Entry,"July 17, 2024, 10:15PM"
43102,"7500 Sherman Ave, Cleveland, OH, 44104",Illegal Dumping,"July 17, 2024, 10:18PM"
43103,"3900 E 66th St, Cleveland, OH, 44105",Vacant Property Open to Entry,"July 18, 2024, 12:21AM"
43107,"4069 W 49th St, Cleveland, OH, 44144",Waste Cart Concerns,"July 18, 2024, 03:03AM"
43116,"16204 Arcade Ave, Cleveland, OH, 44110",Missed Refuse pick up,"July 18, 2024, 04:05AM"
43120,"1081 Lakeview Rd, Cleveland, OH, 44108",Tree Service,"July 18, 2024, 04:24AM"
43130,"16715 Talford Ave, Cleveland, OH, 44128",Scheduled Bulk Pick up,"July 18, 2024, 05:38AM"
43134,"16322 Westview Ave, Cleveland, OH, 44128",Waste Cart Concerns,"July 18, 2024, 05:56AM"
43136,"2174 Fulton Rd, Cleveland, OH, 44113",Waste Cart Concerns,"July 18, 2024, 06:02AM"
43151,"3641 W 138th St, Cleveland, OH, 44111",Missed Refuse pick up,"July 18, 2024, 08:14AM"
43156,"9346 Mount Auburn Ave, Cleveland, OH, 44104",Missed Refuse pick up,"July 18, 2024, 08:17AM"
43159,"3556 Rocky River Dr, Cleveland, OH, 44111",Missed Refuse pick up,"July 18, 2024, 08:18AM"
43162,"4900 Bader Ave, Cleveland, OH, 44109",Cart Pick Up,"July 18, 2024, 08:26AM"
43163,"3040 W 159th St, Cleveland, OH, 44111",Missed Refuse pick up,"July 18, 2024, 08:27AM"
43167,"3280 E 119th St, Cleveland, OH, 44120",Tree Service,"July 18, 2024, 08:35AM"
43169,"6906 Kazimier Ave, Cleveland, OH, 44105",Waste Cart Concerns,"July 18, 2024, 08:38AM"
43170,"1180 Lakeside Ave E, Cleveland, OH, 44114",Fallen or Hanging Branch,"July 18, 2024, 08:41AM"
43174,"4216 Buechner Ave, Cleveland, OH, 44109",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 08:46AM"
43176,"4216 Buechner Ave, Cleveland, OH, 44109",Vacant Property,"July 18, 2024, 08:46AM"
43180,"4443 W 58th St, Cleveland, OH, 44144",Waste Cart Concerns,"July 18, 2024, 08:49AM"
43181,"13402 Carrington Ave, Cleveland, OH, 44135",Waste Cart Concerns,"July 18, 2024, 08:49AM"
43183,"4443 W 58th St, Cleveland, OH, 44144",Missing Recycling Welcome Packet,"July 18, 2024, 08:50AM"
43187,"4247 W 63rd St, Cleveland, OH, 44144",Waste Cart Concerns,"July 18, 2024, 08:52AM"
43195,"10605 Almira Ave, Cleveland, OH, 44111",No Permit,"July 18, 2024, 08:57AM"
43201,"2179 W 11th St, Cleveland, OH, 44113",No Permit,"July 18, 2024, 09:12AM"
43202,"2982 E 59th St, Cleveland, OH, 44127",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 09:12AM"
43218,"3829 Highland Rd, Cleveland, OH, 44111",Waste Cart Concerns,"July 18, 2024, 09:42AM"
43232,"4265 State Rd, Cleveland, OH, 44109",Illegal Dumping,"July 18, 2024, 10:01AM"
43233,"2268 E 100th St, Cleveland, OH, 44106",Vacant Property Open to Entry,"July 18, 2024, 10:02AM"
43240,"1882 E 66th St, Cleveland, OH, 44103",Waste Cart Concerns,"July 18, 2024, 10:13AM"
43241,"1882 E 66th St, Cleveland, OH, 44103",Waste Cart Concerns,"July 18, 2024, 10:14AM"
43242,"10309 Union Ave, Cleveland, OH, 44104",Pothole Repair,"July 18, 2024, 10:17AM"
43248,"1501 Starkweather Ave, Cleveland, OH, 44113",Vacant Property Open to Entry,"July 18, 2024, 10:28AM"
43249,"17820 East Park Dr, Cleveland, OH, 44119",Tree Service,"July 18, 2024, 10:31AM"
43251,"8406 Bancroft Ave, Cleveland, OH, 44105",Missed Refuse pick up,"July 18, 2024, 10:39AM"
43257,"875 Paxton Rd, Cleveland, OH, 44108",Rental Inspection Complaint,"July 18, 2024, 10:54AM"
43260,"1373 W 85th St, Cleveland, OH, 44102",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 10:55AM"
43264,"10410 Fidelity Ave, Cleveland, OH, 44111",Waste Cart Concerns,"July 18, 2024, 11:02AM"
43266,"2305 E 93rd St, Cleveland, OH, 44106",Waste Cart Concerns,"July 18, 2024, 11:02AM"
43273,"16518 Biltmore Ave, Cleveland, OH, 44128",Illegal Use of Property,"July 18, 2024, 11:07AM"
43274,"2044 W 11th St, Cleveland, OH, 44113",Debris in Street,"July 18, 2024, 11:08AM"
43275,"3207 Mapledale Ave, Cleveland, OH, 44109",Waste Cart Concerns,"July 18, 2024, 11:09AM"
43276,"3207 Mapledale Ave, Cleveland, OH, 44109",Waste Cart Concerns,"July 18, 2024, 11:10AM"
43278,"3207 Mapledale Ave, Cleveland, OH, 44109",Waste Cart Concerns,"July 18, 2024, 11:11AM"
43280,"3360 W 129th St, Cleveland, OH, 44111",Missed Refuse pick up,"July 18, 2024, 11:11AM"
43281,"3207 Mapledale Ave, Cleveland, OH, 44109",Waste Cart Concerns,"July 18, 2024, 11:11AM"
43283,"10922 Wade Park Ave, Cleveland, OH, 44106",Missed Refuse pick up,"July 18, 2024, 11:13AM"
43286,"3412 W 41st St, Cleveland, OH, 44109",Tire Pick up,"July 18, 2024, 11:20AM"
43288,"3912 Buechner Ave, Cleveland, OH, 44109",Waste Cart Concerns,"July 18, 2024, 11:23AM"
43290,"5606 Bridge Ave, Cleveland, OH, 44102",Cart Pick Up,"July 18, 2024, 11:27AM"
43307,"4170 W 11th St, Cleveland, OH, 44109",No Permit,"July 18, 2024, 11:46AM"
43315,"3353 E 149th St, Cleveland, OH, 44120",Waste Cart Concerns,"July 18, 2024, 11:52AM"
43324,"2802 Searsdale Ave, Cleveland, OH, 44109",Waste Cart Concerns,"July 18, 2024, 12:00PM"
43325,"1849 Willowhurst Rd, Cleveland, OH, 44112",Waste Cart Concerns,"July 18, 2024, 12:05PM"
43328,"3451 E 140th St, Cleveland, OH, 44120",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 12:08PM"
43329,"3395 E 140th St, Cleveland, OH, 44120",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 12:09PM"
43330,"3423 E 140th St, Cleveland, OH, 44120",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 12:10PM"
43340,"9602 Laird Ave, Cleveland, OH, 44102",Illegal Dumping,"July 18, 2024, 12:19PM"
43341,"1707 Ardoyne Ave, Cleveland, OH, 44109",Missed Refuse pick up,"July 18, 2024, 12:20PM"
43346,"1640 Superior Ave E, Cleveland, OH, 44114",Missed Refuse pick up,"July 18, 2024, 12:24PM"
43347,"15713 Arcade Ave, Cleveland, OH, 44110",Waste Cart Concerns,"July 18, 2024, 12:24PM"
43350,"11924 Griffing Ave, Cleveland, OH, 44120",Waste Cart Concerns,"July 18, 2024, 12:27PM"
43351,"6801 Park Ave, Cleveland, OH, 44105",Tree Service,"July 18, 2024, 12:29PM"
43354,"1691 W 69th St, Cleveland, OH, 44102",Waste Cart Concerns,"July 18, 2024, 12:33PM"
43356,"4160 E 187th St, Cleveland, OH, 44122",Illegal Use of Property,"July 18, 2024, 12:33PM"
43374,"12510 Matherson Ave, Cleveland, OH, 44135",Cart Pick Up,"July 18, 2024, 12:55PM"
43382,"3993 W 23rd St, Cleveland, OH, 44109",Scheduled Bulk Pick up,"July 18, 2024, 01:07PM"
43384,"10402 Kempton Ave, Cleveland, OH, 44108",Waste Cart Concerns,"July 18, 2024, 01:09PM"
43385,"3296 Berea Rd, Cleveland, OH, 44111",Parks Maintenance,"July 18, 2024, 01:13PM"
43390,"4080 W 49th St, Cleveland, OH, 44144",Waste Cart Concerns,"July 18, 2024, 01:21PM"
43397,"1724 Holmden Ave, Cleveland, OH, 44109",Waste Cart Concerns,"July 18, 2024, 01:43PM"
43400,"18807 Golf View Dr, Cleveland, OH, 44135",Tree Service,"July 18, 2024, 01:54PM"
43401,"18807 Golf View Dr, Cleveland, OH, 44135",Tree Service,"July 18, 2024, 02:00PM"
43416,"3912 Storer Ave, Cleveland, OH, 44109",Vacant Property,"July 18, 2024, 02:12PM"
43419,"3906 Storer Ave, Cleveland, OH, 44109",Vacant Property,"July 18, 2024, 02:14PM"
43420,"3683 West Park Rd, Cleveland, OH, 44111",Missing Recycling Welcome Packet,"July 18, 2024, 02:15PM"
43421,"1345 E 85th St, Cleveland, OH, 44106",Waste Cart Concerns,"July 18, 2024, 02:15PM"
43425,"4410 Behrwald Ave, Cleveland, OH, 44109",Vacant Property,"July 18, 2024, 02:17PM"
43426,"1934 Treadway Ave, Cleveland, OH, 44109",Waste Cart Concerns,"July 18, 2024, 02:17PM"
43428,"1934 Treadway Ave, Cleveland, OH, 44109",Missed Refuse pick up,"July 18, 2024, 02:18PM"
43429,"10701 Avon Ave, Cleveland, OH, 44105",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 02:19PM"
43437,"8010 Dorver Ave, Cleveland, OH, 44105",Missed Refuse pick up,"July 18, 2024, 02:25PM"
43439,"11425 Glenboro Dr, Cleveland, OH, 44105",Missed Refuse pick up,"July 18, 2024, 02:27PM"
43444,"11425 Glenboro Dr, Cleveland, OH, 44105",Waste Cart Concerns,"July 18, 2024, 02:31PM"
43445,"3679 Warren Rd, Cleveland, OH, 44111",Missed Refuse pick up,"July 18, 2024, 02:32PM"
43446,"11425 Glenboro Dr, Cleveland, OH, 44105",Cart Pick Up,"July 18, 2024, 02:32PM"
43450,"2219 W 106th St, Cleveland, OH, 44102",Waste Cart Concerns,"July 18, 2024, 02:35PM"
43464,"3383 E 140th St, Cleveland, OH, 44120",Vacant Property,"July 18, 2024, 02:44PM"
43465,"3383 E 140th St, Cleveland, OH, 44120",Vacant Property,"July 18, 2024, 02:44PM"
43473,"2917 E 104th St, Cleveland, OH, 44104",Dead Animal Pickup,"July 18, 2024, 02:54PM"
43475,"3749 W 104th St, Cleveland, OH, 44111",Vacant Property Open to Entry,"July 18, 2024, 02:55PM"
43478,"2917 E 104th St, Cleveland, OH, 44104",Cart Pick Up,"July 18, 2024, 02:56PM"
43481,"6414 Varian Ave, Cleveland, OH, 44103",Recycling Opt-in Program,"July 18, 2024, 03:07PM"
43486,"3489 W 105th St, Cleveland, OH, 44111",Waste Cart Concerns,"July 18, 2024, 03:15PM"
43492,"3844 Strandhill Rd, Cleveland, OH, 44128",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 03:22PM"
43497,"3386 W 129th St, Cleveland, OH, 44111",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 03:31PM"
43501,"13701 Othello Ave, Cleveland, OH, 44110",Waste Cart Concerns,"July 18, 2024, 03:36PM"
43503,"13701 Othello Ave, Cleveland, OH, 44110",Waste Cart Concerns,"July 18, 2024, 03:37PM"
43506,"4827 Wendell Ave, Cleveland, OH, 44127",Scheduled Bulk Pick up,"July 18, 2024, 03:44PM"
43513,"14902 Lawndale Ave, Cleveland, OH, 44128",Illegal Use of Property,"July 18, 2024, 03:59PM"
43517,"14200 Puritas Ave, Cleveland, OH, 44135",Vacant Property,"July 18, 2024, 04:04PM"
43518,"3455 W 44th St, Cleveland, OH, 44109",Vacant Property,"July 18, 2024, 04:04PM"
43521,"3076 W 104th St, Cleveland, OH, 44111",Vacant Property Open to Entry,"July 18, 2024, 04:07PM"
43522,"3455 W 44th St, Cleveland, OH, 44109",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 04:08PM"
43525,"3466 W 63rd St, Cleveland, OH, 44102",Vacant Property Open to Entry,"July 18, 2024, 04:14PM"
43528,"7605 Clark Ave, Cleveland, OH, 44102",Waste Cart Concerns,"July 18, 2024, 04:17PM"
43529,"3466 W 63rd St, Cleveland, OH, 44102",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 04:18PM"
43535,"9506 Anderson Ave, Cleveland, OH, 44105",Missed Refuse pick up,"July 18, 2024, 04:50PM"
43537,"12710 Union Ave, Cleveland, OH, 44105",Vacant Property,"July 18, 2024, 04:52PM"
43538,"1000 Lakeside Ave E, Cleveland, OH, 44114",Missed Refuse pick up,"July 18, 2024, 05:01PM"
43540,"1444 E 116th St, Cleveland, OH, 44106",General Exterior Maintenance/Fence/Outbuildings,"July 18, 2024, 05:11PM"
43542,"2033 W 33rd St, Cleveland, OH, 44113",No Permit,"July 18, 2024, 05:16PM"
43546,"17101 Grovewood Ave, Cleveland, OH, 44110",Debris in Street,"July 18, 2024, 06:04PM"
43551,"3720 W 103rd St, Cleveland, OH, 44111",Missed Refuse pick up,"July 18, 2024, 06:11PM"
43557,"12516 Benwood Ave, Cleveland, OH, 44105",Missed Refuse pick up,"July 18, 2024, 06:23PM"
43559,"3360 W 129th St, Cleveland, OH, 44111",Missed Refuse pick up,"July 18, 2024, 06:27PM"
43561,"3901 E 188th St, Cleveland, OH, 44122",Dead Animal Pickup,"July 18, 2024, 06:31PM"
43571,"2526 Central Ave, Cleveland, OH, 44115",Damaged Fencing,"July 18, 2024, 06:51PM"
43586,"8410 Denison Ave, Cleveland, OH, 44102",New Public Street Receptacle,"July 18, 2024, 07:32PM"
43588,"9309 Rosewood Ave, Cleveland, OH, 44105",Scheduled Bulk Pick up,"July 18, 2024, 07:36PM"
43593,"12036 Triskett Rd, Cleveland, OH, 44111",Dead Animal Pickup,"July 18, 2024, 07:51PM"
43622,"7702 St Clair Ave, Cleveland, OH, 44103",Dead Animal Pickup,"July 18, 2024, 09:26PM"
43629,"4310 W 156th St, Cleveland, OH, 44135",Tree Service,"July 18, 2024, 09:52PM"
43631,"17821 Brian Ave, Cleveland, OH, 44119",Tree Service,"July 18, 2024, 10:01PM"
43640,"12102 Angelus Ave, Cleveland, OH, 44105",Vacant Property Open to Entry,"July 19, 2024, 04:55AM"
43641,"1355 Rosa Parks Dr, Cleveland, OH, 44106",Vacant Property Open to Entry,"July 19, 2024, 04:58AM"
43643,"3515 W 136th St, Cleveland, OH, 44111",Waste Cart Concerns,"July 19, 2024, 07:47AM"
43647,"9425 Harvard Ave, Cleveland, OH, 44105",Missed Refuse pick up,"July 19, 2024, 07:57AM"
43652,"2519 Market Ave, Cleveland, OH, 44113",Rental Inspection Complaint,"July 19, 2024, 08:20AM"
43654,"3562 Kimmel Rd, Cleveland, OH, 44105",Waste Cart Concerns,"July 19, 2024, 08:22AM"
43665,"3760 Central Ave, Cleveland, OH, 44115",Waste Cart Concerns,"July 19, 2024, 08:35AM"
43673,"6710 Wakefield Ave, Cleveland, OH, 44102",Fallen or Hanging Branch,"July 19, 2024, 08:47AM"
43681,"6526 Fullerton Ave, Cleveland, OH, 44105",Waste Cart Concerns,"July 19, 2024, 08:59AM"
43688,"2441 Thurman St, Cleveland, OH, 44113",Missing Recycling Welcome Packet,"July 19, 2024, 09:04AM"
43689,"13805 Earlwood Rd, Cleveland, OH, 44110",Tree Service,"July 19, 2024, 09:04AM"
43691,"3578 Independence Rd, Cleveland, OH, 44105",No Permit,"July 19, 2024, 09:05AM"
43699,"980 E 76th St, Cleveland, OH, 44103",Illegal Dumping,"July 19, 2024, 09:17AM"
43700,"7914 Halle Ave, Cleveland, OH, 44102",Missed Refuse pick up,"July 19, 2024, 09:20AM"
43706,"2241 E 81st St, Cleveland, OH, 44103",Vacant Property,"July 19, 2024, 09:26AM"
43712,"3902 W 157th St, Cleveland, OH, 44111",Dead Animal Pickup,"July 19, 2024, 09:39AM"
43716,"2425 E 124th St, Cleveland, OH, 44120",Missed Refuse pick up,"July 19, 2024, 09:45AM"
43718,"728 E 93rd St, Cleveland, OH, 44108",Waste Cart Concerns,"July 19, 2024, 09:47AM"
43719,"728 E 93rd St, Cleveland, OH, 44108",Waste Cart Concerns,"July 19, 2024, 09:48AM"
43727,"12101 Chesterfield Ave, Cleveland, OH, 44108",Waste Cart Concerns,"July 19, 2024, 10:10AM"
43733,"4601 W 148th St, Cleveland, OH, 44135",Tree Service,"July 19, 2024, 10:36AM"
43742,"8602 Macomb Ave, Cleveland, OH, 44105",Waste Cart Concerns,"July 19, 2024, 11:01AM"
43748,"4280 E 163rd St, Cleveland, OH, 44128",Vacant Property Open to Entry,"July 19, 2024, 11:13AM"
43756,"4361 E 142nd St, Cleveland, OH, 44128",Waste Cart Concerns,"July 19, 2024, 11:27AM"
43757,"4361 E 142nd St, Cleveland, OH, 44128",Waste Cart Concerns,"July 19, 2024, 11:28AM"
43770,"2650 E 112th St, Cleveland, OH, 44104",General Exterior Maintenance/Fence/Outbuildings,"July 19, 2024, 11:42AM"
43772,"8805 Grand Division Ave, Cleveland, OH, 44105",Waste Cart Concerns,"July 19, 2024, 11:44AM"
43775,"5810 Flowerdale Ave, Cleveland, OH, 44144",No Permit,"July 19, 2024, 11:49AM"
43782,"3718 Mapledale Ave, Cleveland, OH, 44109",Missed Refuse pick up,"July 19, 2024, 11:52AM"
43790,"3417 Fulton Rd, Cleveland, OH, 44109",Missed Refuse pick up,"July 19, 2024, 11:59AM"
43792,"3791 W 137th St, Cleveland, OH, 44111",Large Set Out or Eviction,"July 19, 2024, 12:01PM"
43796,"4525 W 170th St, Cleveland, OH, 44135",Waste Cart Concerns,"July 19, 2024, 12:06PM"
43809,"3226 W 56th St, Cleveland, OH, 44102",General Exterior Maintenance/Fence/Outbuildings,"July 19, 2024, 12:24PM"
43810,"2921 Ludlow Rd, Cleveland, OH, 44120",Waste Cart Concerns,"July 19, 2024, 12:24PM"
43811,"3226 W 56th St, Cleveland, OH, 44102",Early Set Out-Carts Left Out After Collection,"July 19, 2024, 12:25PM"
43814,"3604 Spokane Ave, Cleveland, OH, 44109",Cart Pick Up,"July 19, 2024, 12:27PM"
43819,"12407 Lena Ave, Cleveland, OH, 44135",General Exterior Maintenance/Fence/Outbuildings,"July 19, 2024, 12:31PM"
43821,"7701 Goodman Ave, Cleveland, OH, 44105",Dead Animal Pickup,"July 19, 2024, 12:35PM"
43825,"3819 W 116th St, Cleveland, OH, 44111",Waste Cart Concerns,"July 19, 2024, 12:50PM"
43826,"747 E 117th St, Cleveland, OH, 44108",Waste Cart Concerns,"July 19, 2024, 12:51PM"
43827,"747 E 117th St, Cleveland, OH, 44108",Waste Cart Concerns,"July 19, 2024, 12:53PM"
43830,"3819 W 116th St, Cleveland, OH, 44111",Waste Cart Concerns,"July 19, 2024, 12:55PM"
43835,"10428 Bernard Ave, Cleveland, OH, 44111",Waste Cart Concerns,"July 19, 2024, 01:01PM"
43837,"7915 Eve Ave, Cleveland, OH, 44102",Waste Cart Concerns,"July 19, 2024, 01:06PM"
43841,"9114 Marshall Ave, Cleveland, OH, 44104",Missed Refuse pick up,"July 19, 2024, 01:09PM"
43843,"2665 E 115th St, Cleveland, OH, 44104",Waste Cart Concerns,"July 19, 2024, 01:20PM"
43846,"5406 Train Ave, Cleveland, OH, 44102",Fallen Trees,"July 19, 2024, 01:30PM"
43848,"10135 North Blvd, Cleveland, OH, 44108",Waste Cart Concerns,"July 19, 2024, 01:32PM"
43849,"11821 Summerland Ave, Cleveland, OH, 44111",Fallen or Hanging Branch,"July 19, 2024, 01:34PM"
43852,"684 E 160th St, Cleveland, OH, 44110",Scheduled Bulk Pick up,"July 19, 2024, 01:37PM"
43856,"4128 E 114th St, Cleveland, OH, 44105",Vacant Property,"July 19, 2024, 01:44PM"
43857,"7004 Guthrie Ave, Cleveland, OH, 44102",Waste Cart Concerns,"July 19, 2024, 01:47PM"
43859,"2487 Greenvale Rd, Cleveland, OH, 44121",General Exterior Maintenance/Fence/Outbuildings,"July 19, 2024, 01:55PM"
43860,"2487 Greenvale Rd, Cleveland, OH, 44121",Vacant Property Open to Entry,"July 19, 2024, 01:59PM"
43863,"2021 W 81st St, Cleveland, OH, 44102",Waste Cart Concerns,"July 19, 2024, 02:13PM"
43867,"4408 Sexton Rd, Cleveland, OH, 44105",Missing Recycling Welcome Packet,"July 19, 2024, 02:21PM"
43873,"3243 E 55th St, Cleveland, OH, 44127",Illegal Use of Property,"July 19, 2024, 02:48PM"
43877,"7414 Colgate Ave, Cleveland, OH, 44102",Vacant Property Open to Entry,"July 19, 2024, 02:55PM"
43879,"848 E 149th St, Cleveland, OH, 44110",Waste Cart Concerns,"July 19, 2024, 03:02PM"
43884,"4789 Pearl Rd, Cleveland, OH, 44109",Collapsing Structure,"July 19, 2024, 03:06PM"
43886,"7405 Halle Ave, Cleveland, OH, 44102",Waste Cart Concerns,"July 19, 2024, 03:10PM"
43888,"4049 W 50th St, Cleveland, OH, 44144",Waste Cart Concerns,"July 19, 2024, 03:13PM"
43892,"1443 W 101st St, Cleveland, OH, 44102",Vacant Property Open to Entry,"July 19, 2024, 03:15PM"
43900,"3243 E 55th St, Cleveland, OH, 44127",Vacant Property Open to Entry,"July 19, 2024, 03:26PM"
43904,"1633 E 49th St, Cleveland, OH, 44103",Waste Cart Concerns,"July 19, 2024, 03:33PM"
43908,"3343 E 135th St, Cleveland, OH, 44120",Waste Cart Concerns,"July 19, 2024, 04:01PM"
43910,"5701 Wichita Ave, Cleveland, OH, 44144",Tree Service,"July 19, 2024, 04:04PM"
43913,"14100 Liberty Ave, Cleveland, OH, 44135",Waste Cart Concerns,"July 19, 2024, 04:24PM"
43916,"3322 E 119th St, Cleveland, OH, 44120",Vacant Property,"July 19, 2024, 04:27PM"
43917,"3326 E 119th St, Cleveland, OH, 44120",Vacant Property,"July 19, 2024, 04:28PM"
43918,"14709 Darwin Ave, Cleveland, OH, 44110",No Permit,"July 19, 2024, 04:28PM"
43919,"3330 E 119th St, Cleveland, OH, 44120",Vacant Property,"July 19, 2024, 04:29PM"
43921,"3329 E 119th St, Cleveland, OH, 44120",Vacant Property,"July 19, 2024, 04:30PM"
43923,"4119 Marvin Ave, Cleveland, OH, 44109",Tree Service,"July 19, 2024, 04:37PM"
43928,"10222 South Blvd, Cleveland, OH, 44108",Vacant Property,"July 19, 2024, 04:57PM"
43930,"15510 Delrey Ave, Cleveland, OH, 44128",Vacant Property Open to Entry,"July 19, 2024, 05:01PM"
43931,"2554 Greenvale Rd, Cleveland, OH, 44121",General Exterior Maintenance/Fence/Outbuildings,"July 19, 2024, 05:02PM"
43932,"2972 E 67th St, Cleveland, OH, 44127",General Exterior Maintenance/Fence/Outbuildings,"July 19, 2024, 05:05PM"
43936,"15510 Delrey Ave, Cleveland, OH, 44128",Vacant Property Open to Entry,"July 19, 2024, 05:51PM"
43980,"2800 Franklin Blvd, Cleveland, OH, 44113",Damaged or Missing traffic Sign,"July 20, 2024, 08:17AM"
43984,"3370 E 93rd St, Cleveland, OH, 44104",Debris in Street,"July 20, 2024, 08:35AM"
44001,"1408 E 40th St, Cleveland, OH, 44114",Missed Refuse pick up,"July 20, 2024, 10:58AM"
44004,"4704 Fenwick Ave, Cleveland, OH, 44102",Missed Refuse pick up,"July 20, 2024, 11:48AM"
44006,"2184 E 82nd St, Cleveland, OH, 44103",Plumbing Concern,"July 20, 2024, 11:54AM"
44008,"6013 Franklin Blvd, Cleveland, OH, 44102",Dead Animal Pickup,"July 20, 2024, 12:00PM"
44011,"3076 W 104th St, Cleveland, OH, 44111",Vacant Property Open to Entry,"July 20, 2024, 04:08PM"
44020,"10609 Dove Ave, Cleveland, OH, 44105",Vacant Property Open to Entry,"July 20, 2024, 06:22PM"
44042,"3527 E 104th St, Cleveland, OH, 44105",Vacant Property Open to Entry,"July 20, 2024, 09:54PM"
44044,"4059 St Clair Ave, Cleveland, OH, 44114",Debris in Street,"July 21, 2024, 08:09AM"
44046,"10518 Hampden Ave, Cleveland, OH, 44108",Waste Cart Concerns,"July 21, 2024, 08:13AM"
44048,"6408 Southfield Ave, Cleveland, OH, 44144",Waste Cart Concerns,"July 21, 2024, 08:42AM"
44059,"9524 Parkview Ave, Cleveland, OH, 44104",Plumbing Concern,"July 21, 2024, 11:17AM"
44062,"10214 Manor Ave, Cleveland, OH, 44104",Waste Cart Concerns,"July 21, 2024, 01:21PM"
44064,"3273 W 94th St, Cleveland, OH, 44102",Dead Animal Pickup,"July 21, 2024, 01:28PM"
44073,"1268 W 110th St, Cleveland, OH, 44102",Plumbing Concern,"July 21, 2024, 06:03PM"
44075,"2810 Clinton Ave, Cleveland, OH, 44113",Fallen Trees,"July 21, 2024, 06:06PM"
44085,"3804 E 53rd St, Cleveland, OH, 44105",Plumbing Concern,"July 21, 2024, 06:52PM"
44089,"4197 W 50th St, Cleveland, OH, 44144",Dead Animal Pickup,"July 21, 2024, 07:03PM"
44091,"2849 W 38th St, Cleveland, OH, 44113",Park Graffiti,"July 21, 2024, 07:07PM"
44099,"1875 W 24th St, Cleveland, OH, 44113",Smoke Detector/Fire Alarm,"July 21, 2024, 07:24PM"
44102,"4695 Rocky River Dr, Cleveland, OH, 44135",Tree Service,"July 21, 2024, 07:31PM"
44103,"540 E 108th St, Cleveland, OH, 44108",Vacant Property Open to Entry,"July 21, 2024, 08:25PM"
44106,"3470 E 103rd St, Cleveland, OH, 44104",Vacant Property Open to Entry,"July 21, 2024, 08:38PM"
44109,"3417 E 103rd St, Cleveland, OH, 44104",Vacant Property Open to Entry,"July 21, 2024, 08:42PM"
44110,"13601 Astor Ave, Cleveland, OH, 44135",No Permit,"July 21, 2024, 08:43PM"
44111,"3699 W 39th St, Cleveland, OH, 44109",Vacant Property Open to Entry,"July 21, 2024, 08:51PM"
44112,"15803 Delrey Ave, Cleveland, OH, 44128",Vacant Property Open to Entry,"July 21, 2024, 11:58PM"
44115,"12301 Benham Ave, Cleveland, OH, 44105",No Permit,"July 22, 2024, 02:49AM"
44117,"1300 Chardon Rd, Cleveland, OH, 44117",Debris in Street,"July 22, 2024, 02:58AM"
44119,"1281 E 167th St, Cleveland, OH, 44110",Missed Refuse pick up,"July 22, 2024, 03:04AM"
44125,"11704 Saywell Ave, Cleveland, OH, 44108",Rental Inspection Complaint,"July 22, 2024, 03:52AM"
44129,"654 E 131st St, Cleveland, OH, 44108",Waste Collection Citation Concern,"July 22, 2024, 04:36AM"
44136,"4590 E 162nd St, Cleveland, OH, 44128",Waste Cart Concerns,"July 22, 2024, 05:35AM"
44138,"4396 E 175th St, Cleveland, OH, 44128",Vacant Property,"July 22, 2024, 05:37AM"
44140,"12613 Corlett Ave, Cleveland, OH, 44105",Waste Cart Concerns,"July 22, 2024, 05:40AM"
44144,"3293 E 126th St, Cleveland, OH, 44120",Vacant Property,"July 22, 2024, 06:08AM"
44147,"14471 Triskett Rd, Cleveland, OH, 44111",Waste Cart Concerns,"July 22, 2024, 06:20AM"
44154,"3464 E 53rd St, Cleveland, OH, 44127",Illegal Dumping,"July 22, 2024, 06:37AM"
44161,"1057 E 168th St, Cleveland, OH, 44110",Missed Refuse pick up,"July 22, 2024, 07:31AM"
